what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156359808
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156363882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156374178
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312156376432
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312156382152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156392343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156449073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156453820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156456098
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156456498
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1312156457310
